destination,username,stars,original_text,cleanliness_sentiment,cleanliness_confidence,accessibility_sentiment,accessibility_confidence,scenery_sentiment,scenery_confidence,atmosphere_sentiment,atmosphere_confidence,food_sentiment,food_confidence,crowd_sentiment,crowd_confidence,photo_spot_sentiment,photo_spot_confidence,historical_value_sentiment,historical_value_confidence,facilities_sentiment,facilities_confidence,price_sentiment,price_confidence,service_sentiment,service_confidence,safety_sentiment,safety_confidence,aspects_detected,aspect_sentiments,num_aspects
Pantai Wediombo,Sumali R,5,"Pernah camping disini, beberapa kali ke sini gak bosen. Karena tempat ada yang adem. Pinggirnya pantai ada pohon jadi bisa sejuk gak kepanasan. Support warung ada harga aman",,,,,negative,0.995,negative,0.971,negative,0.995,,,,,,,,,negative,0.995,,,negative,0.995,"price, scenery, atmosphere, food, safety",price:negative; scenery:negative; atmosphere:negative; food:negative; safety:negative,5
Pantai Wediombo,Akmall,4,"Parkiran ke pantai harus jalan ke bawah, disepanjang jalan menuju pantai banyak warung makan. Sayangnya ketika kesini mau liat sunset tapi kurang beruntung kena mendung kemudian hujan. Pantainya memanjang dengan banyak karang.",,,negative,0.534,negative,0.737,,,negative,0.737,,,,,,,,,,,,,,,"accessibility, scenery, food",accessibility:negative; scenery:negative; food:negative,3
Pantai Wediombo,mas brow,5,"Masya Allah, nikmat Tuhan mana lg yg engkau dustakan....nyore di blue lagoon meski gak dpt sunset tp puas dg view nya, terbyr semua lelah di perjlnan dan anak2 puas berenang di lagunanya",,,,,negative,0.984,,,,,,,,,,,,,,,,,,,scenery,scenery:negative,1
Pantai Wediombo,Dhea putri,5,Cocok bagi yang pengen kepantai waktu sore saat matahari tenggelam,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pantai Wediombo,Cemploxayu dolanningratan,4,"Pantainya bagus,masih sepi jika untuk berenang kurang rekomend karena banyak bebatuan,kalau sekedar foto foto dan main air saja ok banget,apalagi kalau bisa ambil gambarnya untuk sekedar cari angin duduk di tikar sewa 10.000 bisa sekalian pesen makan harga ramah dikantong.",,,,,negative,0.997,negative,0.997,negative,0.995,negative,0.997,negative,0.889,,,,,negative,0.997,negative,0.997,,,"price, service, scenery, atmosphere, food, crowd, photo_spot",price:negative; service:negative; scenery:negative; atmosphere:negative; food:negative; crowd:negative; photo_spot:negative,7
Pantai Wediombo,Keponakannya Om,5,"Pantai Wediombo, yang terletak di Desa Jepitu, Kecamatan Girisubo, Kabupaten Gunungkidul, Yogyakarta, menyajikan keindahan alam yang memikat. Pasir putih yang lembut dan air laut yang jernih berpadu dengan tebing-tebing karst yang menjulang tinggi, menciptakan panorama yang menawan. Salah satu daya tarik utama pantai ini adalah kolam alami yang terbentuk dari batu karang, dengan kedalaman sekitar 1,5 meter, yang menjadi tempat favorit bagi pengunjung untuk berfoto atau sekadar bermain air. Panta",,,negative,0.996,negative,0.996,negative,0.994,,,negative,0.991,,,,,negative,0.988,negative,0.968,,,,,"facilities, price, accessibility, scenery, atmosphere, crowd",facilities:negative; price:negative; accessibility:negative; scenery:negative; atmosphere:negative; crowd:negative,6
Pantai Wediombo,Muhammad Rizky,5,"Pantai gunungkidul yang lumayan luas dan panjang, salah satu yang menghadap ke arah barat, jadi cocok banget untuk sunset di sore hari, pemandangan batu karang yang bagus dan pasir pantai yang putih. Ada laguna juga dgn pemandangan yang sangat bagus.. Untuk menikmati sunset cocok banget spot pantai ini.",,,negative,0.997,negative,0.997,,,,,,,negative,0.996,,,,,,,,,,,"accessibility, scenery, photo_spot",accessibility:negative; scenery:negative; photo_spot:negative,3
Pantai Wediombo,Khoirunisa Diah Pangesti,4,"Pantainya lumayan banyak batuan karang jadi harus hati hati, di pinggir pantai sudah tersedia banyak warung makan dan tempat berteduh. Jalur masuknya lumayan curam juga. Kalau ke sini wajib mampir ke pantai yang lain karena banyak yang satu jalur 🦋 …",,,,,negative,0.996,,,negative,0.994,,,,,,,,,,,,,negative,0.992,"scenery, food, safety",scenery:negative; food:negative; safety:negative,3
Pantai Wediombo,Bhimo S Herlambang,5,90-120 menit dari Jogja tapi lebih worth it karena murah banget daripada ke Parangtritis. Cuma mungkin bagi sebagian provider akan susah sinyal. Sabar aja dengan jalanannya yang agak kecil untuk mobil.,,,positive,0.498,,,,,,,,,,,,,,,positive,0.816,,,,,"price, accessibility",price:positive; accessibility:positive,2
Pantai Wediombo,Alitha,5,"One of the best sunset spot. Pantainya nggak besar, tapi datang hari minggu pun nggak ramai. Relatif nyaman dan oke banget. Akses dan parkir very accessible, sekitar 2jam an dari pusat kota Jogja",,,negative,0.997,negative,0.997,negative,0.994,,,negative,0.997,negative,0.997,,,negative,0.997,,,,,,,"facilities, accessibility, scenery, atmosphere, crowd, photo_spot",facilities:negative; accessibility:negative; scenery:negative; atmosphere:negative; crowd:negative; photo_spot:negative,6
Pantai Wediombo,Siffa Geonanda,5,"Pantai yang sangat indah nan bagus banget pemandangan nya, rekomen kalo ingin ke sini healing apalagi saat hari biasa kayak pantai privat karena sepi kalo weekend kurang tau mungkin juga ramai. Untuk htm masuk 10k 2 orang dihitung dari perorang sekitar 5k. Untuk parkir dibawah dikenai 5k juga. Pantainya pasir putih, dan banyak terumbu karang, banyak yang berjualan dan tertata dengan rapi. Untuk fasilitas mohon ditingkatkan lagi untuk kenyamanan bersama. Terimakasih",negative,0.874,,,negative,0.997,negative,0.998,,,negative,0.998,,,,,negative,0.991,negative,0.997,,,,,"cleanliness, facilities, price, scenery, atmosphere, crowd",cleanliness:negative; facilities:negative; price:negative; scenery:negative; atmosphere:negative; crowd:negative,6
Pantai Wediombo,M. Ulum,5,"Pantai yang sangat indah dengan pasir putih dan bebatuan yang sangat cantik untuk bermain bersama keluar. Tersedia toilet, warung makan dan penginapan jika ingin menginap disini. Harga mulai dari 200ribuan untuk penginapan",,,,,neutral,0.567,,,neutral,0.585,,,,,,,neutral,0.585,neutral,0.51,,,,,"facilities, price, scenery, food",facilities:neutral; price:neutral; scenery:neutral; food:neutral,4
Pantai Wediombo,sono Sono,4,"View bagus, dan ada jasa ojek untuk turun dan naik menuju pantai dari parkiran",,,negative,0.995,negative,0.984,,,,,,,,,,,,,,,,,,,"accessibility, scenery",accessibility:negative; scenery:negative,2
Pantai Wediombo,Alifia,5,"Pantai yang cantik, sepanjang mata memandang bener bener terhampar bukit, bebatuan & laut. Sejuk juga lumayan bersih. Banyak kerang kerang di pasir. Perjalanan ke sini memang melewati jalan berkelok kelok, tapi worth it pas liat pantainya.....ombaknya lumayan tinggi sih. Terus dari area parkir mesti turun lagi, disepanjang jalan menuju pantai banyak sekali orang orang berjualan pakaian renang, kacamata, penyewaan kamar mandi juga tempat makan. Untuk bisa sewa tikar, wajib membeli makanan/minuman",negative,0.998,negative,0.997,negative,0.997,negative,0.998,negative,0.842,,,,,,,negative,0.94,negative,0.996,,,,,"cleanliness, facilities, price, accessibility, scenery, atmosphere, food",cleanliness:negative; facilities:negative; price:negative; accessibility:negative; scenery:negative; atmosphere:negative; food:negative,7
Pantai Wediombo,Budi Nur,5,"Barisan pantainya panjang, suasana sekitarnya sejuk dan nyaman Banyak.pepohonan rindang, cocok untuk berbaring di siang hari bolong sambil menikmat sajian makan siang yang cukup bersahabat, rasanya juga enak penjualnya ramah san sopan wifi gratis tersedia Untuk difable tdk recomended karena menuju ke pantai ada jalan turun dan curam naik tangga, atau bisa naik motor ke pantai. parkiran mobil di atas bayar 10 rb an dan bisa pilih tempat yg sejuk di bangunan2 rumah tiket masuk cukup 1 x bayar, kmr",,,negative,0.984,negative,0.991,negative,0.994,negative,0.997,,,,,,,,,negative,0.881,negative,0.996,negative,0.958,"price, service, accessibility, scenery, atmosphere, food, safety",price:negative; service:negative; accessibility:negative; scenery:negative; atmosphere:negative; food:negative; safety:negative,7
Pantai Wediombo,ranita _1333,5,"Akses jalannya aspal mulus tpi kalo bus besar ga tau bisa atau enggak, kemarin gak liat soalnya. Biaya retribusi 8000@orang parkir motor 3000. Banyak warung dan toilet (mandi/bab 5000 bak 2000) ada mushola juga, sepajang pinggir pantai banyak pohon buat berteduh, tersedia sewa tikar dan payung 25.000 pasirnya putih banget cocok buat rekreasi keluarga apalagi yg bawa anak kecil pasti seneng",,,negative,0.519,negative,0.996,,,negative,0.918,,,,,,,negative,0.824,negative,0.595,,,,,"facilities, price, accessibility, scenery, food",facilities:negative; price:negative; accessibility:negative; scenery:negative; food:negative,5
Pantai Wediombo,Ake Widyastomo,5,"Salah satu pantai dengan pesona sekaligus pemandangan matahari tenggelam terbaik di Jogja. Jarak tempuh sekitar 2,5 jam dari kota Yogyakarta. Akses menuju lokasi lewat jjls sudah sangat baik dengan jalan yang lebar dan mulus. Area pantai memiliki hamparan pasir putih bercampur karang dari biota laut yang mati terbawa ke daratan. Bebatuan karang besar yang menjulang juga turut menghiasi lansekap pantai ini. Ombak relatif tenang. Untuk memasuki kawasan pantai dikenai retribusi 10k rupiah per dua o",,,negative,0.996,negative,0.995,negative,0.747,neutral,0.966,,,,,,,neutral,0.777,negative,0.971,,,neutral,0.722,"facilities, price, accessibility, scenery, atmosphere, food, safety",facilities:neutral; price:negative; accessibility:negative; scenery:negative; atmosphere:negative; food:neutral; safety:neutral,7
Pantai Wediombo,neyara,5,"Tipikal pantai pasir putih yang indah banget sihh. Kemarin kita ngecamp disini. Agar PR banget malamnya karena kamar mandi yang buka cuman yang diatas. Untuk siang hari yang dibawah buka kok. Untuk fasilitas secara keseluruhan lumayan sih kurangnya sihh di kebersihan kamar mandi yang kurang bangett hahahaha. Selainn itu skema perizinan lapak untuk tenda juga agak rancu kita disuruh pindah tapi ternyata bayar lagi, padahal dah bayar di lapak sebelumnya, nggak papa mungkin rezekinya memang datang ",,,,,negative,0.616,,,,,,,,,,,positive,0.801,negative,0.803,,,negative,0.996,"facilities, price, scenery, safety",facilities:positive; price:negative; scenery:negative; safety:negative,4
Pantai Wediombo,Fitri Yas02,5,"Perjalanan dr Klaten memakan waktu 1,5jam sampai lokasi ini. Tujuan pertama pantai Wedi Ombo. Sebelum sampai lokasi melewati pamandann lembah bukit pegunungan seribu yg luar biasa... Sampai di lokasi parkiran ny lumayan, menuju pantai ny lewat jalan menurun lgsg di hadapan samudra Hindia yg luarniasa menakjubkan .. Ada persewaan tikar@10k. Menu makanan minuman harga terjangkau. Pantai ny landai, bany bbatu2n, spot fto bny, pokok ny bagus.. pas cuaca ga trllu panas... Jadi asyik buat bermain air ",,,negative,0.997,negative,0.998,,,negative,0.997,,,negative,0.998,,,,,negative,0.997,,,,,"price, accessibility, scenery, food, photo_spot",price:negative; accessibility:negative; scenery:negative; food:negative; photo_spot:negative,5
Pantai Wediombo,R J,4,"pantai ini favoritenya orang-orang, tempatnya agak kebawah jadi siapkan diri karena kendaraan pun turunnya agak landai, tetap berhati-hati. dari parkiran ke pantai pun turun tangga lagi jadi pastikan siap untuk naiknya nanti. seringkali rombongan kesini jadi penuh, dibagian pantainya kalau mau agak tenang boleh ambil ke arah kanan dibalik karang sedikit ya. kalau lapar tenang aja, ada banyak warung makan kok disini yang nyediain makanan berat ataupun hanya air kelapa. pantainya tentu indah tapi ",,,negative,0.969,negative,0.988,negative,0.951,negative,0.998,negative,0.987,,,,,,,,,,,,,"accessibility, scenery, atmosphere, food, crowd",accessibility:negative; scenery:negative; atmosphere:negative; food:negative; crowd:negative,5
Pantai Wediombo,Ari Lia,5,"Pantainya dari atas baguss banget pemandangannya ,,, tempat parkir ada yg rata ada yg nurun jadi hati hati pilih tempat parkir ,, mau ke pantainya masih turun lewat tangga atau bisa naik ojek motor , bisa jaring ikan juga dan buat bermain air , luass sejauh mata memandang",,,negative,0.995,,,,,negative,0.971,,,,,,,negative,0.996,,,,,,,"facilities, accessibility, food",facilities:negative; accessibility:negative; food:negative,3
Pantai Wediombo,Winda Handini,5,Pantai Wediombo Gunungkidul ini klo dilihat dr atas kaya liat samudra biru nya cakep banget.. Aman buat mandi di pantai sm anak kecil juga karena ombaknya tidak begitu besar,,,,,negative,0.994,,,,,,,,,,,,,,,,,negative,0.996,"scenery, safety",scenery:negative; safety:negative,2
Alun-alun Kidul,Lutfiah Rahmadini,3,"Day 2 to Yogyakarta (17 Okt 25): Abis dari Taman Sari, langsung ke Alun-alun Kidul. Jarak dari Taman Sari ternyata engga terlalu jauh. Ya lumayan lah kalo jalan kaki mah. Posisi kesana pas siang 🤭. Ya panas huhuhu. Salah jam saking penasarannya Alun-alun Kidul. Pas smpai ternyata gersang yah + banyak sampahnya. Sayang bgt kurang terawat, engga kaya Alun-alun Lor (Utara) depan Keraton yg bnr² dirawat. Mungkin apa banyak dijadiin acara jadi agak kurng ini untuk merawatnya. Karna yg kudenger, klo s",negative,0.679,negative,0.978,,,,,,,,,,,,,,,,,,,,,"cleanliness, accessibility",cleanliness:negative; accessibility:negative,2
Alun-alun Kidul,Bangkit dari Kuburs,5,"selalu menyenangkan liburan di Jogja, dan mustahil dilewatkan alun alun kidul, gowes mobil, tutup mata jalan ke pohon, kulineran, malah ketemu penjual cake yang orang Bandung juga ... seru... waktu enak berkunjung sehabis magrib sih menurutku",,,negative,0.992,,,,,negative,0.995,,,,,,,,,,,,,,,"accessibility, food",accessibility:negative; food:negative,2
Alun-alun Kidul,Geika Pramana Surya,5,"Parkir motor relatif gampang. Yg agak susah masuk ke alkidnya karena jalanan lagi padat (efek long weekend?). Di dalam alkidnya pun agak macet karena ada yg naik mobil-mobilan jadi mobil yg asli gk bisa nyalip. Vendor makanan ada beragam. Kemarin habis 25k dapet risol mayo 3 sama telur gulung 8 tusuk. Di lapangan alkidnya banyak tempat buat duduk dan menikmati makanan. Lapangan relatif bersih, tapi kemarin liat beberapa kucing lagi pip haha. Overall recommended buat dikunjungi kalau lagi di Jogj",negative,0.998,negative,0.569,,,,,positive,0.916,negative,0.88,,,,,positive,0.702,,,,,,,"cleanliness, facilities, accessibility, food, crowd",cleanliness:negative; facilities:positive; accessibility:negative; food:positive; crowd:negative,5
Alun-alun Kidul,Ay Tan,5,Meskipun hanya sekedar alun alun tapi jangan salah ya... disini kalian biisa berwisata kuliner denga aneka ragam makanan minuman bisa kalian pilih disini....haanya dengan parkir 3k saja kalian bisa berkeliling alun alun menikmati malam di sini sambil mengobrol dan menghabiskan waktu bersama orang terdekat.aku kesini sore karna ingin melihat sunset teman teman. aku juga cobain beberapa makanan disini..,,,,,negative,0.922,,,negative,0.991,,,,,,,negative,0.986,,,,,,,"facilities, scenery, food",facilities:negative; scenery:negative; food:negative,3
Alun-alun Kidul,Amel,5,"surganya kulineran, apalagi sekarang ada bunga juga di alkid. semakin komplit. tempatnya bersih, karna rutin di bersihkan waktu tengah malam. enaknya sorean sih, suasananya sejuk tapi hangat karena matahari sore. fasum lengkap, ada toilet, ada mushola juga. worth to visit .",negative,0.998,,,,,negative,0.998,,,,,,,,,negative,0.997,negative,0.997,,,,,"cleanliness, facilities, price, atmosphere",cleanliness:negative; facilities:negative; price:negative; atmosphere:negative,4
Alun-alun Kidul,Muhammad Joko Saputro (Jo),5,"Ramai, mudah parkir, banyak jajanan. Mobil parkir Rp10.000, mudah parkirnya. Ada mobil yang bisa digowes itu. Tempatnya luas banget, cocok untuk refreshing keluarga. Saya kesini weekday aja ramai banget. Kalau weekend mungkin penuh ya. Sesuaikan aja sama preferensi, kalau suka ramai banget ya weekend, kalau gasuka ramai bisa ke sini weekday.",,,negative,0.998,,,negative,0.998,,,negative,0.998,,,,,negative,0.998,,,,,,,"facilities, accessibility, atmosphere, crowd",facilities:negative; accessibility:negative; atmosphere:negative; crowd:negative,4
Alun-alun Kidul,Sapoetra 1903,2,"sudah tidak ramai seperti dulu, dan tidak semeriah dulu juga tentunya. bahwa sekarang ini sudah di tutup pagar memutar entah atas pertimbangan apa. kebetulan di kota jadi ya waktu ada senam, jadi ikut dan yang di tawarkan alun alun kidul hanya makanan / kuliner pinggir jalannya sampai malam hari.",,,,,,,negative,0.845,negative,0.519,negative,0.845,,,,,,,,,,,,,"atmosphere, food, crowd",atmosphere:negative; food:negative; crowd:negative,3
Alun-alun Kidul,Bayu Pancoro,4,Obyek wisata outdoor dimalam hari tengah kota Jogja. Beberapa hal yg bisa dilakukan disini yang pasti adalah kulineran kemudian ritual Masangin. Beberapa permainan sdh menghilang namun penjual makanan semakin padat. Lumayan seru.. Semoga kedepan bisa tertata lebih baik..,,,,,,,,,negative,0.989,negative,0.964,,,,,,,,,,,,,"food, crowd",food:negative; crowd:negative,2
Alun-alun Kidul,Riky Setiawan,5,"Kali ke 10 kayaknya saya JJS (jalan jalan sore) ke alun alun kidul Yogyakarta. Dengan suasana kuliner yg mungkin sama dengan tempat tinggal kalian, tpi area alun alun kidul lebih ramai lebih bervariatif dan murah bgt, area parkir mobil di luar alun alun kidul untuk area parkir motor bisa di dalam persis depan gerobak yg jual juga bisa, dan banyak jajan jajan yg unik enak dan murah",,,negative,0.991,,,negative,0.992,negative,0.992,negative,0.994,,,,,negative,0.991,negative,0.982,,,,,"facilities, price, accessibility, atmosphere, food, crowd",facilities:negative; price:negative; accessibility:negative; atmosphere:negative; food:negative; crowd:negative,6
Alun-alun Kidul,Suka Kulineran n Jalan-jalan,5,"kesini pas lagi ada hiburan, suasana ramai, diajak ngobrol sama ibu2 penjual telur congkel ramah bgt sampai dikasih tau jalan n tempat2 yg recommended dikunjungi hehe 👌👍☺️ …",,,negative,0.996,,,negative,0.996,,,negative,0.996,,,,,,,,,negative,0.996,,,"service, accessibility, atmosphere, crowd",service:negative; accessibility:negative; atmosphere:negative; crowd:negative,4
Studio Alam Gamplong,Dias Fujihara,5,"Rekomendasi tempat kalau mampir Jogja gak usah jauh jauh ke US, ini keren banget si Mas Hanung ide nya. Tempat nya gampang ditemukan bus juga bisa masuk ya. Tiket masuk bayar seikhlasnya dan parkir motor juga bayar seikhlasnya. Ada beberapa pilihan tiket masuk wahana : naik kereta, Rumah Habibie n Ainun, Rumah Anelis, Rumah Hantu,dll. Per tiket wahanannya cuma 10K, cocok buat kamu yang suka foto foto. Tempat nya luas banget jangan lupa nyalain smart watch nya buat hitung langkah, karena area out",negative,0.993,negative,0.997,,,,,,,,,negative,0.829,,,negative,0.988,negative,0.837,,,,,"cleanliness, facilities, price, accessibility, photo_spot",cleanliness:negative; facilities:negative; price:negative; accessibility:negative; photo_spot:negative,5
Studio Alam Gamplong,tri ichsan,5,"Kesini tanpa disengaja, karena waktunya masih panjang dan bingung kemana lagi. Cari di maps muncul ini, dan cobain. Ternyata tempatnya bagus sekali. Banyak spot yang mengembalikan nuansa tempoe doeloe. Hari Senin (20/01/26) 11 org tiket masuk bayar 80k, ada beberapa tempat/spot/wahana kereta berbayar yg tiketnya 10k/0rg",,,,,negative,0.988,,,,,,,negative,0.993,,,,,negative,0.953,,,,,"price, scenery, photo_spot",price:negative; scenery:negative; photo_spot:negative,3
Studio Alam Gamplong,Aning Gusmi Rahayu,5,"Semakin bagus ya sekarang. HTM masih sama seikhlasnya parkir juga sama, bedanya sekarang bisa masuk ke rumah2 harga tikatnya 10k per rumah, tapi kalau semuanya lebih murah. Yang bawa kamera perlu izin juga bayar 10rb. Tempatnya juga bagus lumayan bersih. Oiya aku sarankan ke sini pagi aja jam 9nan atau ngga sore sekitar jam 3an dan pilih weekday aja Senin-Jumat. Ngga terlalu ramai dan foto2pun bisa leluasa. Kamar mandi juga ada. Kasih makan ikan yaa 2rb doang... kemarin beli 1 pakan ..ikannya pa",negative,0.626,,,negative,0.946,negative,0.991,negative,0.962,negative,0.991,negative,0.99,,,negative,0.978,negative,0.981,,,,,"cleanliness, facilities, price, scenery, atmosphere, food, crowd, photo_spot",cleanliness:negative; facilities:negative; price:negative; scenery:negative; atmosphere:negative; food:negative; crowd:negative; photo_spot:negative,8
Studio Alam Gamplong,muhamad burhanudin,5,"Tempatnya cukup unik, banyak bangunan yang biasa dipakai syuting film bioskop. HTM seikhlasnya, lalu kalau mau masuk ke wahana dan naik kereta ada tiketnya lagi.",,,,,,,,,,,,,,,,,,,negative,0.997,,,,,price,price:negative,1
Studio Alam Gamplong,Bintang Sukmajaya,5,"Studio Alam Gamplong adalah salah satu destinasi wisata yang wajib dikunjungi saat ke Yogyakarta! Tempat ini unik banget karena merupakan area bekas lokasi syuting film yang kemudian dibuka untuk umum. Begitu masuk, suasananya langsung terasa seperti sedang berjalan di dalam set film tempo dulu — lengkap dengan bangunan bergaya kolonial, rumah kayu, pasar tradisional, hingga suasana kota lama yang autentik. Area wisatanya cukup luas dan tertata rapi, cocok untuk jalan santai sambil berfoto. Seti",negative,0.997,negative,0.997,negative,0.909,negative,0.994,,,negative,0.996,negative,0.992,negative,0.995,negative,0.989,negative,0.995,negative,0.936,,,"cleanliness, facilities, price, service, accessibility, scenery, atmosphere, crowd, photo_spot, historical_value",cleanliness:negative; facilities:negative; price:negative; service:negative; accessibility:negative; scenery:negative; atmosphere:negative; crowd:negative; photo_spot:negative; historical_value:negative,10
Studio Alam Gamplong,Bella Patricia,5,"Tempatnya estetik untuk berfoto2 dan menghabiskan waktu bersama keluarga. Hanya kalau siang memang panas, paling teduh di rumah susu. Best introduction sih untuk rumah hantunya 😂👍 Tempat wisata pet friendly yg lumayan jarang ada di jogja. Cool place to stop, must try for your vacation. Untuk tiket masuknya hanya uang operasional seikhlasny, dan untuk masuk ke wahana all in 45rb masih tergolong ramah di kantong.",,,,,,,negative,0.995,,,,,negative,0.994,,,,,negative,0.995,negative,0.99,,,"price, service, atmosphere, photo_spot",price:negative; service:negative; atmosphere:negative; photo_spot:negative,4
Studio Alam Gamplong,Viki Amalia,4,"Cukup instagramable untuk area luar ruangan, sebaiknya saat ke sini tidak perlu membeli tiket2. Karna saat beli tiket saya merasa kurang worthed. Karna masuk2 tempat yg bertiket sebetulnya, cukup taruh biaya perawatan seikhlasnya. Jika sdh bayar aku sarankan ndak usah beli tiket terusan. Beli tiket 1 atau 2 saja jika penasaran.",,,,,,,,,,,,,negative,0.992,,,,,negative,0.962,,,,,"price, photo_spot",price:negative; photo_spot:negative,2
Studio Alam Gamplong,Danang Purhadi,5,"Tempatnya ok, orang-orangnya ramah, ga berisik, bisa foto-foto dengan spot yang buanyak banget. Setidaknya sekali seumur hidup kesini kalo pergi liburan ke jogja",,,,,,,,,,,,,positive,0.9,,,,,,,negative,0.997,,,"service, photo_spot",service:negative; photo_spot:positive,2
Studio Alam Gamplong,dewi maratus solihat,5,"Tempatnya baguss vintage vintage gituu, per wahana (tempat) bayar 10rb. Jangan lupa bawa payung kerena panas banget kalau siang.",,,,,,,,,,,,,,,,,,,negative,0.989,,,,,price,price:negative,1
Studio Alam Gamplong,andiriskawulan,5,"Disini banyak spot-spot buat foto, puas bgt sih klo foto2 disini. Pas masuk ada biaya operasional yang dibayar sepantasnya, bukan seikhlasnya katanya. Trs ada tiket masuk untuk 5 lokasi, masing-masing 10k. Kita pilih 3 tiket aja sih, tiket kereta, bumi manusia, & barang antik.",,,neutral,0.347,,,,,,,,,neutral,0.906,,,,,neutral,0.665,,,,,"price, accessibility, photo_spot",price:neutral; accessibility:neutral; photo_spot:neutral,3
Studio Alam Gamplong,Kaori Chatto,4,"Studio Gamplong sangat intagramable alias cocok buat tempat foto-foto, foto pre-wedding sepertinya juga cukup menarik di tempat ini. Untuk masuk tidak dikenakan bayaran. Hanya untuk naik trem dikenakan htm 20ribu dan masuk museum 20ribu. Tutup di 17:00 namun sampai dengan 17:30 masih boleh jalan” di dalamnya. Kenapa engga lebih dari itu padahal lapangan dan lahannya terbuka. Karena disana tidak ada penerangan sama sekali, bahkan warung” di depannya juga sudah berbenah dari jam 16:30. Unik sih. B",,,negative,0.986,,,,,negative,0.989,,,negative,0.994,positive,0.543,,,negative,0.947,,,,,"price, accessibility, food, photo_spot, historical_value",price:negative; accessibility:negative; food:negative; photo_spot:negative; historical_value:positive,5
Studio Alam Gamplong,christian nugroho,5,"Studio tempat syuting film film di Indonesia, kalian bisa menelusuri berbagai latar setting film yang mungkin pernah kalian tonton, tempat ini cocok sekali untuk stock postingan sosmed kamu karena ada banyak berbagai latar bngunan ataupun kendaraan yang menarik. Anda juga bis menikmati berbagai wahana lain seperti trem, rumah hantu, ngasih makan ikan. Di sini juga tersedia aneka jajanan yang bisa kalian akses dengan sistem mirip kantin kejujuran.",,,negative,0.926,,,,,negative,0.817,,,,,,,,,,,,,,,"accessibility, food",accessibility:negative; food:negative,2
Studio Alam Gamplong,Vitacham,5,Cocok banget liburan disini tempat nya estetik banget dan bagus banget 👌🏻 Untuk tiket masuk seikhlasnya aja cuma klo mau masuk ke wahana atau rumah-rumah yang ada di dalem dikenai biaya 10k/wahana ya 👌🏻,,,,,negative,0.993,,,,,,,negative,0.993,,,,,negative,0.973,,,,,"price, scenery, photo_spot",price:negative; scenery:negative; photo_spot:negative,3
Studio Alam Gamplong,Thony Alfarizy,4,"Hanya untuk spot berswafoto, tema studio film. Beberapa spot berbayar per spotnya oena 10k untuk parkir seikhlasnya motor 5k, untuk masuk bayar 10k / org dan untuk spot foto tiket terusan 45k/ org, total bea per org 55k. Untuj pengelola mgkn ba diperhatikan lg kebersihan propertinya br tidak banyak debu.",,,negative,0.549,,,,,,,,,negative,0.619,,,neutral,0.921,negative,0.667,,,,,"facilities, price, accessibility, photo_spot",facilities:neutral; price:negative; accessibility:negative; photo_spot:negative,4
Studio Alam Gamplong,Demang25,5,Tempat edukasi perfilman yg ckp menarik. Harusnya jadi tempat favorite yah….silahkan dikunjungi. Tempat parkir luasss. Harga ticket masuk seikhlasnya….🤣🤣🤣😂,,,,,,,,,,,,,,,,,negative,0.988,negative,0.988,,,,,"facilities, price",facilities:negative; price:negative,2
Studio Alam Gamplong,rida sujaku,5,"Lokasi agak jauh dari pusat kota, tp layak kunjung sih, apalagi buat pecinta film. Ada beberapa tempat yg dibuat utk kebutuhan setting bbrp film macam bumi manusia, habibi ainun juga gowok. Cocok buat yg suka foto2",,,negative,0.98,,,,,,,,,,,,,,,,,,,,,accessibility,accessibility:negative,1
Studio Alam Gamplong,Rossita MaHa,4,"untuk tempat +tiket masuk per rumah nilainya 10/10 udah ada mushola diarea parkir & studia alamnya. kalaupun ga beli tiket yg per rumah pun udah oke banget view diluarnya, mungkin kalau ditambah kafe lebih oke lagi bisa buat nongkrong. menurut aku minusnya cmn dimakanan sih, kurang cocok rasanya aja, disana makanannya kureng, tempatnya aesthetic parah tp makanannya ga cocok sm tema tempatnya, disana kan vibenya kaya ada kombinasi belanda& china kan, kalau ada yg jual dimsum/ roti mini bakery pas",,,,,negative,0.995,,,,,,,,,,,negative,0.975,negative,0.986,,,,,"facilities, price, scenery",facilities:negative; price:negative; scenery:negative,3
Studio Alam Gamplong,prawita utami,5,"Tempatnya MasyaAllah TOP keren 😎 cocok yang suka foto2, banyak barang2 antiknya jadi bisa cerita ke anak2 qta tentang tempo dulu, rumah hantunya banyak anak kecil yg pada keluar nangis padahal baru masuk, klo kesini pagi biar bisa naek mobil keliling desa wisata disini …",,,positive,0.983,,,,,,,,,,,,,,,,,,,,,accessibility,accessibility:positive,1
Studio Alam Gamplong,Andara Derandra,4,"Parkir dan HTM seikhlasnya. Cuma untuk masuk tiap rumah kena HTM 10k. Masuk ke rumah yg habibi ainun sama yg sebelahnya.. Kesannya tangganya agak ngeri. Kayunya udah mulai lapuk. Ngga kokoh, berdecit.. Udah harus di ganti. Kalau wisata mungkin bisa beli tiket kereta aja. Buat foto2 cukup di luar udah Oke..",,,,,,,,,,,,,,,,,positive,0.837,positive,0.944,,,,,"facilities, price",facilities:positive; price:positive,2
