destination,username,stars,original_text,analysis_status,scenery_sentiment,scenery_evidence,cleanliness_sentiment,cleanliness_evidence,facilities_sentiment,facilities_evidence,price_sentiment,price_evidence,atmosphere_sentiment,atmosphere_evidence,historical_value_sentiment,historical_value_evidence,food_sentiment,food_evidence,photo_spot_sentiment,photo_spot_evidence,crowd_sentiment,crowd_evidence,service_sentiment,service_evidence,accessibility_sentiment,accessibility_evidence,safety_sentiment,safety_evidence,aspects_detected,aspect_sentiments,num_aspects,overall_sentiment
Pantai Sadeng,Widhia Lestari,5,Kesini karna penasaran katanya ad TPI nya.. Tapi pas kesana tyata zonk krna baru ad acara merti laut.. Yg jual ikan jg g banyak.. Akhirnya kami membeli ikan bobot 2kg dengan harga 50k murah sekali.. Ad warung yg bisa masakin ikannya.. Dan masakannya enak.. 🤗kata ibuknya sudah lama banyak yg tidak melaut krna ombak sedang besar.. Disana g bisa mainan air seperti dipantai lainnya. Banyak kapal2,success,negative,zonk,,,negative,baru ad acara merti laut,,,,,,,positive,masakannya enak,,,negative,ombak sedang besar,,,,,,,"scenery, facilities, food, food, crowd",scenery:negative; facilities:negative; food:positive; food:positive; crowd:negative,5,mixed
Pantai Sadeng,RAIN RIZKY,4,"Padahal byk kapal polisi air, semoga bs dibersihkan bersama2 sampah2nya.. sedih liatnya",success,,,,,,,,,,,,,,,,,negative,byk kapal polisi air,,,,,,,"crowd, crowd",crowd:negative; crowd:negative,2,negative
Pantai Sadeng,Rangga dy,5,"Bermain air adalah suatu hal yang wajib anda lakukan ketika berlibur ke pantai, selain suasananya yang membuat santai, pantai pun menjadi tempat yang paling difavoritkan oleh kebanyakan orang. Dipantai yang satu ini selain anda dapat menikmati bermain air dengan asyik, anda pun dapat menikmati keindahan jejak bekas sungai bengawan solo purba yang sangat menakjubkan.",success,positive,keindahan jejak bekas sungai bengawan solo purba yang sangat menakjubkan,,,,,,,,,,,,,,,,,,,,,,,scenery,scenery:positive,1,positive
Pantai Sadeng,Dwin desta,4,"Objek wisata ini cukup mengesankan dengan menghadirkan panorama pasir putih yang dipadukan dengan air laut sehingga. Menghasilkan rona yang berbeda. Ombak di Pantai Sadeng tidak terlalu besar. Sehingga, anda bisa memanfaatkannya dengan cara berenang. Hanya saja perlu diperhatikan untuk tidak sampai ke tengah. Untuk menikmati setiap pesona yang ditawarkan anda wajib membayar harga tiket masuk Pantai Sadeng sebesar 5 ribu rupiah. Di tambah dengan uang parkir yang akan dikenakan 10 ribu rupiah untu",success,positive,panorama pasir putih yang dipadukan dengan air laut sehingga,,,,,positive,uang parkir yang akan dikenakan 10 ribu rupiah untuk mobil,,,,,,,,,,,,,,,,,"scenery, price, price",scenery:positive; price:positive; price:positive,3,positive
Pantai Sadeng,Annisa Putri Utami,5,"Bagus banget, saya datang pas cuaca mendukung, airnya biru hijau bagus bgt, bisa beli ikan langsung dari nelayan",success,positive,airnya biru hijau bagus bgt,,,,,positive,murah sekali,,,,,positive,beli ikan langsung dari nelayan,,,,,,,,,,,"scenery, food, price",scenery:positive; food:positive; price:positive,3,positive
Pantai Sadeng,Estu Putri,5,"Akses ke Pantai Sadeng sudah bagus, tapi sempit. Kemungkinan untuk Bigbus ngga bisa masuk. HTM : Free Parkir : 5.000 (mobil) Amazing bgt, air disini bening, hijau.. Padahal banyak kapal. Ikan laut disini lumayan murah dan seger². Jangan lupa bawa coldbox, misal mau borong ikan heheh",success,positive,"air disini bening, hijau",,,,,positive,Parkir : 5.000 (mobil),,,,,positive,ikan laut disini lumayan murah dan seger²,,,,,,,positive,Akses ke Pantai Sadeng sudah bagus,,,"accessibility, price, price, scenery, food",accessibility:positive; price:positive; price:positive; scenery:positive; food:positive,5,positive
Pantai Sadeng,ursulin setyastika,5,"One of beautiful beach in Gunung Kidul, Yogyakarta ✨ Airnya berwarna hijau-biru. Termasuk 'hidden gem"" untuk kriteria pantai di Yogyakarta. Karna lokasinya yang jauh, tapi saat sampai di sana, kita akan disuguhkan dengan keindahan pantai, deburan ombak yg tinggi, perbukitan kapur yang menjulang tinggi, dan kapal-kapal yang terparkir rapi. Pantai ini sekaligus menjadi pelabuhan kecil bagi kapal-kapal nelayan, maka seringkali disebut sebagai surga para nelayan. Lokasi pantai dekat dengan pasar ika",success,positive,"keindahan pantai, deburan ombak yg tinggi, perbukitan kapur yang menjulang tinggi",,,,,,,,,,,positive,harga ikan yang ditawarkan juga bersahabat,,,positive,surga para nelayan,,,positive,Aksesnya juga mudah,,,"scenery, food, crowd, accessibility",scenery:positive; food:positive; crowd:positive; accessibility:positive,4,positive
Pantai Sadeng,Hapti Ka,5,"Pantai Sadeng merupakan salah satu pantai dengan dermaga di Gurung Kidul dengan pemandangan alam yang cantik, lokasinya pun mudah sekali dijangkau, jalan menuju pantai sudah bagus dan beraspal. Waktu kesini weekdays relatif sangat sepi pengunjung. Htm dan parkir free, kami tidak dipungut biaya apapun. Selain ada kapal dan perahu nelayan disini juga ada kapal patroli polisi.",success,positive,pemandangan alam yang cantik,,,,,positive,Htm dan parkir free,,,,,,,,,negative,Waktu kesini weekdays relatif sangat sepi pengunjung,,,positive,lokasinya pun mudah sekali dijangkau,,,"accessibility, price, scenery, crowd",accessibility:positive; price:positive; scenery:positive; crowd:negative,4,positive
Pantai Sadeng,Zizia Family Jogja,5,"Pengalaman pertama yg sangat luar biasa,,, pelabuhan yg sangat indah, damai sekali rasanya, pantai nya juga sangat indah biarpun kecil... Kalau kesini jangan lupa beli ikan segar di TPI,.. ikanya murah",success,positive,"pelabuhan yg sangat indah, damai sekali rasanya, pantai nya juga sangat indah biarpun kecil",,,,,,,,,,,positive,beli ikan segar di TPI,,,,,,,,,,,"scenery, food",scenery:positive; food:positive,2,positive
Pantai Sadeng,budi setyo utomo,4,"Pelabuhan penangkapan ikan Sadeng merupakan tempat pelelangan ikan, dimana cukup banyak perahu nelayan yang bersandar, terdapat juga kapal patroli Polisi. Terdapat pemecah ombak yang bisa digunakan untuk pengunjung yang ingin foto-foto dengan latar laut, perahu nelayan atau bukit yang indah. Sayangnya banyak sampah plastik yang mengapung di air laut, mungkin perlu disediakan tempat-tempat sampah supaya pengunjung tidak membuang sampah sembarangan. Untuk masuk lokasi hanya cukup membayar retribus",success,positive,"pemecah ombak yang bisa digunakan untuk pengunjung yang ingin foto-foto dengan latar laut, perahu ne",,,,,positive,"harga tiket masuk lokasi hanya cukup membayar retribusi Rp 2.000,- saja",,,,,,,,,negative,banyak sampah plastik yang mengapung di air laut,,,,,,,"scenery, price, crowd",scenery:positive; price:positive; crowd:negative,3,positive
Pantai Sadeng,ninda,5,"Pantai Sadeng merupakan salah satu tempat wisata yang ada di Yogyakarta. Disini banyak tersedia penjual ikan laut segar, udang, kepiting, cumi dan lain sebagainya. Pegunjung dapat membeli dalam keadaan mentah ataupun membeli dalam keadaan matang. Kelebihan makan hasil olahan seafood disini karena terjamin kesegarannya. Ditambah dengan pemandangan pantai yang memanjakan mata🥰",success,positive,pemandangan pantai yang memanjakan mata,,,positive,tersedia penjual ikan laut segar,,,,,,,positive,kelebihan makan hasil olahan seafood,,,,,,,,,,,"scenery, facilities, food, scenery",scenery:positive; facilities:positive; food:positive; scenery:positive,4,positive
Pantai Sadeng,Ifandri Dwi Aryono (IFANDRI DWI ARYONO),5,"pemandangan dermaga yang cukup bagus dan indah, bisa melihat kapal kapal nelayan bersandar, bisa jalan di Semenanjung seperti berada di tengah tanjung",success,positive,bisa jalan di Semenanjung seperti berada di tengah tanjung,,,,,,,,,,,,,,,,,,,,,,,"scenery, scenery, scenery",scenery:positive; scenery:positive; scenery:positive,3,positive
Pantai Sadeng,Annisa Zulfa Luthfiani,5,"Recommended bgt untuk wisataaa pantai di jogja. Walau ini sebenernya pantai Nelayan.... View nyaa indah di semua sisiiiiii Kesini pas PPKM 17agustus, karna kebetulan smua pantai di jogja tutup, kecuali pantai sadeng karena dia basicnya emg pantai nelayan. Dapet info buka, chat di akun IG pantai sadeng Fast respon untungnya 🥰 Mungkin ini bisa jadi lifehack kalo kalian terhalang PPKM, bingung khawatir pas sampai tempat wisata nutup. Coba di search akun IGnya trus chat adminnya deh 🤗",success,,,,,positive,"dapet info buka, chat di akun IG pantai sadeng",,,positive,view nyaa indah di semua sisiiiiii,,,,,,,,,positive,Fast respon untungnya,,,,,"atmosphere, service, facilities",atmosphere:positive; service:positive; facilities:positive,3,positive
Pantai Sadeng,Ingga Wulandari,5,"Pantai untuk pelabuhan kapal nelayan, harga ikan sangat murah dibanding ikan di kota, kalo beli ikan disarankan bawa ember tutup dari rumah agar selama perjalanan tidak bau amis di mobil",success,,,,,,,positive,harga ikan sangat murah dibanding ikan di kota,,,,,,,,,,,,,,,,,price,price:positive,1,positive
Pantai Sadeng,Soffiana Affifah,4,"Setelah dari pantai krokoh mampir ke pantai sadeng, sekalian nemenin doi castingan walaupun tidak dapat ikan, akhirnyaa beli ikan di pasar ikan dapet harga 25k per kg ikan salem, untuk pantainya sendiri masih ada sedikit tempat untuk mandi dan bermain anak anak kecil, udaranya sejuk powl, sayangnya untuk kamar mandi sangat tidak terawat banyak lumut, pintu kamar mandi juga rusak, atap bolong, ada bagian bagian yang sudah rusak juga",success,positive,pantainya sendiri masih ada sedikit tempat untuk mandi dan bermain anak anak kecil,negative,sangat tidak terawat banyak lumut,negative,"pintu kamar mandi juga rusak, atap bolong, ada bagian bagian yang sudah rusak juga",,,positive,udaranya sejuk powl,,,,,,,,,,,,,,,"scenery, atmosphere, cleanliness, facilities",scenery:positive; atmosphere:positive; cleanliness:negative; facilities:negative,4,mixed
Pantai Sadeng,Mas Er,5,"Kali kedua kesini setelah 22 tahun yang lalu, tidak nampak banyak perubahan, yang pastinya pantai ini menawarkan pemandangan banyaknya perahu-perahu dan kapal-kapal nelayan, mau beli ikan segar disini tempatnya ...",success,positive,pantai ini menawarkan pemandangan banyaknya perahu-perahu dan kapal-kapal nelayan,,,,,,,,,,,,,,,,,,,,,,,scenery,scenery:positive,1,positive
Pantai Sadeng,yds_a7x,4,"Pantai dengan dermaga di dalamnya 😂 kalo mau cari ikan/hasil tangkapan laut yang murah kesini aja sekalian mancing di laut, saran beli jgn dikit, langsung banyak aja cz kalo dari jogja bisa 3jam. Dulu beli cumi2 1kg cuma 20/25rb sama tuna 1 50rb, njirrr murah bener, langsung pesta pas pulang 😂 rekomen banget pokoknya n jangan lupa mampir makan ditengah perjalanan karna jauh dan naik turun gunung, pulang2 magrib jalan pencahayaan masih kurang 😅 horor lur",success,,,,,positive,pantai dengan dermaga di dalamnya,positive,beli cumi2 1kg cuma 20/25rb sama tuna 1 50rb,,,,,positive,rekomen banget pokoknya n jangan lupa mampir makan ditengah perjalanan karna jauh dan naik turun gun,,,,,,,,,,,"facilities, price, food",facilities:positive; price:positive; food:positive,3,positive
Pantai Sadeng,Jefri Yudaprawira,3,"Kalau dari jogja ini pantainya termasuk yang paling jauh ya, untuk akses ke sini jalannya naik turun, jalannya bagus pemandangannya indah. Waktu sampai kesini kok bau banget ya, ga tau bau apa terus menyengat banget baunya. Tiap hari seperti itu apa cuma pas apesnya saya, saya juga tidak tau. Di sebelah parkiran juga ada yang jual ikan. Waktu masuk area pantai ini enggak ada tarif apapun.",success,positive,pemandangannya indah,,,,,,,negative,"bau banget ya, ga tau bau apa terus menyengat banget baunya",,,,,,,,,,,negative,pantainya termasuk yang paling jauh ya,,,"scenery, accessibility, atmosphere",scenery:positive; accessibility:negative; atmosphere:negative,3,mixed
Pantai Sadeng,Aris Prasetyo,5,Tempat pelelangan ikan tepatnya paling timur pantai di wilayah wonosari view pemandangan yg indah mercusuar pelabuhan kapal bagus sekali buat refresing sekalian belanja ikan laut segar langsung dari perahu nelayan,success,positive,view pemandangan yg indah mercusuar pelabuhan kapal bagus sekali,,,positive,belanja ikan laut segar langsung dari perahu nelayan,,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sadeng,Tutik yuliatun,5,"Pantai Sadeng merupakan salah satu pantai yang ada di Kabupaten Gunungkidul. Pantai ini sangat indah, wisatawan bisa menikmatinya dengan melihat nelayan datang dan pergi. Mulai dari mencari ikan dengan berlayar menggunkan kapal maupun menggunakan jaring ditepian pantai saat pagi hari.",success,positive,pantai ini sangat indah,,,positive,wisatawan bisa menikmatinya dengan melihat nelayan datang dan pergi,,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sadeng,W I,5,Saat libur lebaran bayar retribusi 1000 rupiah dan parkir seikhlasnya. Pantainya bagus tetapi sayang banyak sampah. Harga ikan dan cumi di sini lebih murah daripada di kota,success,positive,bagus,negative,banyak sampah,,,positive,1000 rupiah,,,,,,,,,,,,,,,,,"price, scenery, cleanliness",price:positive; scenery:positive; cleanliness:negative,3,mixed
Pantai Sadeng,Susan Hamsar,5,"Pantai yang indah dan masih alami, perjalanan panjang untuk tiba di pantai ini, jalananya mulus dan meski naik turun tapi cukup aman. sebelum tiba dipantai kita akan melewati bengawan solo purba yang rimbun dengan pepohonan. Yang datang waktu itu cuma kita, sisanya nelayan, makan ikan tuna diwarung dekat musholla juga enak, harga 70ribu sudah sama nasi dan bisa dibawa pulang kalau gak habis, sinyal gak ada ya, tapi ada wifi gratis jogja istimewa.",success,positive,indah,,,,,positive,harga 70ribu,,,,,positive,enak,,,,,positive,ramah,negative,perjalanan panjang,positive,jalananya mulus,"scenery, accessibility, safety, service, food, price",scenery:positive; accessibility:negative; safety:positive; service:positive; food:positive; price:positive,6,positive
Pantai Sadeng,Mr diQ's,5,"Pertama kali kesini untuk cari ikan buat oleh oleh Tempatnya bagus dengan orang orang yang ramah, Banyak kapal nelayan memanjakan mata bagus buat spot foto Semangat untuk penduduk yang bekerja sebagai nelayan Banyak jenis ikan yang dijual di tempat pelelangan ikan dengan harga yang terjangkau Tim sar juga selalu ready di lokasi untuk menjaga keamanan area lokasi Terimakasih atas keramahan nya Salam diQ's channel",success,positive,bagus,,,positive,banyak kapal nelayan,positive,harga yang terjangkau,,,,,,,,,,,positive,ramah,,,positive,Tim sar juga selalu ready,"scenery, service, facilities, price, safety",scenery:positive; service:positive; facilities:positive; price:positive; safety:positive,5,positive
Pantai Sadeng,Riley Bordelon,5,"mancing di sini butuh kaki kuat buat berdiri di karang yang licin, waktu itu pergi ke sini sore jadi ndak tau bayar ndak, gerbangnya kebuka gitu, tapi ini kayak pelabuhan kapal nelayan, foto ini diambil ditepian karang",success,positive,bagus,,,positive,pelabuhan kapal nelayan,,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sadeng,agung widyatmoko,5,Spot asik buat mancing tpi sayang kemarin ombak lagi besar,success,positive,spot asik,,,,,,,,,,,,,,,,,,,,,,,scenery,scenery:positive,1,mixed
Pantai Sadeng,Ani Marisa,4,"Pantainya luar biasa memanjakan mata, disertai pelabuhan dan bisa utk memancing, sayangnya sampah2 terlihat mengapung d laut 😭 …",success,positive,luar biasa,negative,sampah2 terlihat mengapung d laut,,,,,,,,,,,,,,,,,,,,,"scenery, cleanliness",scenery:positive; cleanliness:negative,2,mixed
Pantai Sadeng,Wowrisang,5,"Tempat nya keren, view laut dari pelabuhan , dikelilingi bukit kapur, cocok untuk para angler casting, banyak ikan panjo , barakuda dan berbagai ikan karang",success,positive,tempat nya keren,,,positive,banyak ikan panjo,,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sadeng,Ha Fid,5,"Bagian pantainya bersih banget, udah kaya bukan di konoha, bagian pelabuhan kotor (wajar lah). Kesini pas lagi gak ada yg jual ikan. Jalanan kesini super keren pemandangannya + mulus, tapi tanjakan2nya lumayan (ya wajar kalo ke pantai2 GK)",success,,,positive,Bagian pantainya bersih banget,negative,bagian pelabuhan kotor,,,,,,,,,,,,,,,positive,jalanan kesini super keren,,,"cleanliness, facilities, accessibility",cleanliness:positive; facilities:negative; accessibility:positive,3,positive
Pantai Sadeng,Els K,5,Pantai paling ujung Gunung Kidul dan langsung berbatasan dengan Wonogiri. Pantainya di teluk pelabuhan gitu. Gudang ikan segar. Jadi bisa langsung bungkus ikan segar. Ombaknya ga semengerikan ombak di Pantai Selatan lainnya.,success,positive,pantai paling ujung,,,positive,gudang ikan segar,,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sadeng,Ika Murniati,5,"Pemandangan yang indah bikin betah di sini, buat selfi juga bagus. Anak anak bisa mainan pasir dan cari kerang. Kapal banyak milik nelayan pencari ikan. Disini kalau di atas jam 2 sore kita bisa berburu ikan segar dengan harga murah banget.cocok jg buat lihat sunset lho",success,positive,pemandangan yang indah,,,positive,kapal banyak milik nelayan,positive,harga murah banget,,,,,,,,,,,,,,,,,"scenery, facilities, price",scenery:positive; facilities:positive; price:positive,3,positive
Makam Raja-Raja Imogiri,Anindyati Prastuti,5,Tenang. Teduh. Sejuk. Damai. Bersih. Sayang tidak bisa untuk bermalam. Perhatikan jadwal kunjungan. Tidak buka setiap hari setiap waktu. Banyak batasan mengikuti aturan keraton setelah memasuki pasaran utama. Masih bisa menikmati suasana hutan lindung disekitar makam utama bila tidak berkenan masuk mengikuti aturan kunjungan. Atau beristirahat dibangsal. Sangat rekomended utk wisata religi. Sangat recommended utk tes kebugaran. Untuk yg pny keterbatasan fisik jalan mendaki ada layanan ojek motor,success,,,positive,bersih,neutral,perhatikan jadwal kunjungan,neutral,tidak perlu ngos ngosan,positive,"tenang, teduh, sejuk, damai",,,,,,,,,positive,sangat rekomended,negative,tidak bisa untuk bermalam,,,"atmosphere, cleanliness, accessibility, facilities, service, price",atmosphere:positive; cleanliness:positive; accessibility:negative; facilities:neutral; service:positive; price:neutral,6,positive
Makam Raja-Raja Imogiri,sketchuss,5,"Kali pertama datang ke makam Raja Mataram di Pajimatan Imogiri utk mengringi & menyaksikan bagian dari proses sejarah pemakaman Sri Susuhunan Pakubuwono XIII. ribuan orang turut memadati area makam Raja Imogiri. Sejak pagi, warga berdatangan ke kawasan makam raja-raja Mataram. Mereka berjejer di sepanjang jalan menuju kedaton, menunggu iring-iringan jenazah dari Surakarta. Sekitar pukul 11.15 WIB, hujan rintik turun menggantikan panas terik yang menyelimuti sejak pagi, menambah suasana haru di t",success,,,,,,,,,positive,suasana haru di tengah aroma kemenyan yang dibakar abdi dalem,positive,bagian dari proses sejarah pemakaman Sri Susuhunan Pakubuwono XIII,,,,,positive,ribuan orang turut memadati area makam Raja Imogiri,positive,petugasnya ramah,,,,,"historical_value, crowd, atmosphere, service",historical_value:positive; crowd:positive; atmosphere:positive; service:positive,4,positive
Makam Raja-Raja Imogiri,lisaaw,5,"berziarah dan mendoakan para leluhur.. untuk masuk ke dalam area pemakaman harus memakai baju khusus dan semacam kemben untuk perempuan, jadi untuk yang berhijab hanya bisa “nyekar” dari batas yg ditentukan saja. selain itu tempatnya sangat hening, hanya terdengar suara angin, sangat tenang☺️",success,,,,,negative,kamar mandinya memprihatinkan sekali,,,positive,"sangat hening, hanya terdengar suara angin, sangat tenang",,,,,,,,,negative,kamarmandi tolong diperhatikan kecil g papa asal bersih dan ada airnya,,,,,"atmosphere, facilities, service",atmosphere:positive; facilities:negative; service:negative,3,mixed
Makam Raja-Raja Imogiri,Sakura Salon and SPA Homecare,5,"Sukak sekali sich jalan kesana, sudah beberapakali kesana tetep aja g bosen2 nya naikin tangga kehidupan yang bikin betis meledak 🤣🤣 1.Olga dulu seminggu dg rajin kalau mau kesana 2. Kamarmandi tolong diperhatikan kecil g papa asal bersih dan ada airnya, kamar mandinya memprihatinkan sekali 😭😭😭 Yang lain bagi saya lumayan lah Krn tempat luas dn mungkin kurang SDM Mungkin BS di perbaiki untuk kebersihan kamar mandi dan musola bias pakai pegawai outsourcing jika memang diluar dari pekerjaan abdida",success,positive,pemandangan sekitar makam raja jg sangat indah,,,positive,tempat luas dn mungkin kurang SDM,,,,,,,,,,,,,negative,kamar mandinya memprihatinkan sekali,,,,,"scenery, facilities, service",scenery:positive; facilities:positive; service:negative,3,positive
Makam Raja-Raja Imogiri,Dozan Alfian,5,"“Olahraga di makam” mungkin terdengar lucu, tapi tiap hari banyak lho yang kesini olahraga. Lumayan buat leg day. Kelar dari makam lanjut aja ke arah makam HB sampe keluar ke area cagar alam. Seru jalan-jalan di sana",success,positive,pemandangan sekitar makam raja jg sangat indah,,,positive,ada jalur trekking yg syahdu di sekitar makam raja,,,,,,,,,,,,,positive,banyak lho yang kesini olahraga,,,,,"scenery, facilities, service",scenery:positive; facilities:positive; service:positive,3,positive
Makam Raja-Raja Imogiri,Ika Nugraha Fitriana,5,"Sering kesini krn dekat dg rumah. Kesini bukan utk ziarah tapi lebih ke olahraga tiap weekend, krn anak tangga yg banyak jadi bisa untuk melatih otot kaki dan juga utk trekking. Selain itu pemandangan sekitar makam raja jg sangat indah, dikelilingi bukit dan jika langit cerah bisa lihat 3 gunung dr makam atas kraton jogja. Ada jalur trekking yg syahdu di sekitar makam raja.",success,positive,pemandangan sekitar makam raja jg sangat indah,,,positive,ada jalur trekking yg syahdu di sekitar makam raja,,,,,,,,,,,,,positive,banyak lho yang kesini olahraga,,,,,"scenery, facilities, service",scenery:positive; facilities:positive; service:positive,3,positive
Makam Raja-Raja Imogiri,dwieyanty,4,"Pertama kalinya, penasaran kesini krn prosesi pemakaman Sultan Pakubuwono XIII Raja Keraton Kasunanan Surakarta",success,,,,,,,,,,,positive,prosesi pemakaman Sultan Pakubuwono XIII Raja Keraton Kasunanan Surakarta,,,,,,,,,,,,,historical_value,historical_value:positive,1,positive
Makam Raja-Raja Imogiri,Sahilan Anwar,5,"Komoks Makam Imogiri (Pajimatan mogiri) dibangun pada tahun 1632 di atas Bukit Merak, kira-kira 150 m di atas penmukaan laut. Dalam kepercayaan tradisional Jawa, dunia nenek moyang dianggap terletak di gunung, dan kepercayaan ini telah dipertahankan selama masa Hindu-Budha dan Islam. Kompleks Makam Imogiri merupakan tempat pemakaman anggota keluarga Keraton Yogyakarta dan Surakarta",success,,,,,,,,,,,positive,"dalam kepercayaan tradisional Jawa, dunia nenek moyang dianggap terletak di gunung",,,,,,,,,,,,,historical_value,historical_value:positive,1,positive
Makam Raja-Raja Imogiri,Rahma,5,Pertama kali kesini karena penasaran sama bubur nya di warung makan dekat makam imogiri... Suasana asri banget...,success,positive,suasana asri banget,,,,,,,,,,,positive,bubur nya di warung makan dekat makam imogiri...,,,,,,,,,,,"scenery, food",scenery:positive; food:positive,2,positive
Makam Raja-Raja Imogiri,diah reni,5,"Meski tutup di hari biasa tapi masih boleh naik tangga dan foto2 sampai atas depan area makam raja yang dilarang masuk (kalau mau masuk makam yang dilarang masuk, datang pas jam buka makam yang ada di papan dan mengenakan pakaian tertentu). Kalau untuk sekedar tahu aja, bisa datang pas hari biasa bahkan pagi2 banyak yang olahraga di tangga naik komplek makam. Ada silsilah kerajaan dari Kutai sampai ke keturunan keraton yogyakarta, surakarta, kediri, dll. Hanya saja kertas di papannya sudah mulai",success,,,,,negative,kertas di papannya sudah mulai usang kena hujan dan panas,,,,,positive,"silsilah kerajaan dari Kutai sampai ke keturunan keraton yogyakarta, surakarta, kediri, dll.",,,,,,,positive,"ada masjid, toilet",,,,,"historical_value, facilities, service",historical_value:positive; facilities:negative; service:positive,3,mixed
Makam Raja-Raja Imogiri,Winarni,5,Kesini sore2 banyak yang olah raga.. dan kesini karena sekalian lewat juga.. adem dan sepoi2 anginnya..,success,,,,,,,,,positive,adem dan sepoi2 anginnya,,,,,,,,,,,,,,,atmosphere,atmosphere:positive,1,positive
Makam Raja-Raja Imogiri,Ramadhan Candra,5,"Makam Raja Imogiri, Yogyakarta, menawarkan pengalaman ziarah malam yang magis dan penuh makna. Suasana hening diterangi cahaya lampu temaram, menciptakan aura sakral yang menghubungkan pengunjung dengan sejarah panjang Mataram Islam. Kompleks makam yang terpelihara dengan apik ini menjadi peristirahatan raja-raja Kasultanan Yogyakarta dan Surakarta, menyimpan nuansa spiritual yang kuat. Ritual ziarah malam di sini terasa lebih khidmat, dengan lantunan doa dan wewangian kemenyan yang menyelimuti ",success,positive,suasana hening diterangi cahaya lampu temaram,,,,,,,positive,keheningan malam memperdalam refleksi diri,positive,sumber ketenangan batin,,,,,,,positive,pemandu lokal dengan cerita turun-temurun,,,,,"historical_value, scenery, service, atmosphere, historical_value",historical_value:positive; scenery:positive; service:positive; atmosphere:positive; historical_value:positive,5,positive
Makam Raja-Raja Imogiri,Aisa,5,"Sangat menarik, kami harus melewati 454 anak tangga untuk sampai ke atas, menguji fisik dan niat betul. Tapi jika kalian malas bisa naik ojek saja seharga 10k. Tempatnya bersih, asri, indah, sangat rindang dan sejuk .",success,positive,"bersih, asri, indah, sangat rindang dan sejuk",,,,,positive,seharga 10k,,,,,,,,,,,,,negative,menguji fisik dan niat betul,,,"scenery, accessibility, price",scenery:positive; accessibility:negative; price:positive,3,positive
Makam Raja-Raja Imogiri,IKA MAYAWATI,5,Tempat ziarah yang sangat sakral dan bersih. Anak tangga yg hampir 500 buah sungguh bikin tes kesehatan jantung dan kaki bagi emak² umur 40++,success,,,positive,bersih,,,,,,,positive,sangat sakral,,,,,,,,,negative,bikin tes kesehatan jantung dan kaki,,,"historical_value, cleanliness, accessibility",historical_value:positive; cleanliness:positive; accessibility:negative,3,positive
Makam Raja-Raja Imogiri,Mang 0ewu,5,"Tiap sarapang mbubur brongkos di bu wik trus mampir ke pajimatan sambil olah raga. Pas hari sabtu pagi banyak goweser&yang pada olah raga naek turun tangga... Joooss mantap, gembrobyos kotos kotos😰🔥💪 …",success,positive,gembrobyos kotos kotos,,,,,,,positive,mantap,,,,,,,,,,,,,,,"atmosphere, scenery",atmosphere:positive; scenery:positive,2,positive
Makam Raja-Raja Imogiri,rizky hermawan,5,"Akhirnya bisa sampai ke tempat ini yang menjadi salah satu wishlist saya. Tetapi karena saya datangnya di hari Jumat pagi dan saya harus pergi ke tempat lain maka cuma bisa berfoto saja dengan memakai baju sewaan di sana karena jadwal ziarah di hari Jumat itu dimulai pukul 13:00. Tempatnya asri, tenang dan bagus sekali. Dan pastikan kalau ke sini kondisi tubuh fit karena naik ratusan anak tangga untuk sampai ke atas. Suka selalu dengan tempat ini.",success,positive,"asri, tenang dan bagus sekali",,,,,,,,,,,,,,,,,,,negative,naik ratusan anak tangga,,,"scenery, accessibility",scenery:positive; accessibility:negative,2,positive
Makam Raja-Raja Imogiri,Pudjo Basuki,5,"Minggu, 14 Juli 2024 Setelah selesai mengikuti pertemuan trah Suryobrangtan - Sri Sultan HB III di nDalem Bupati Puroloyo, dilanjutkan kesini untuk berziarah ke leluhur kami, Sri Sultan HB I (Sultan Agung Hanyokrokusumo), Sri Sultan HB III & KPH Suryobrongto. Kami juga ditemani Romo Pinten, Pengageng Pajimatan Imogiri yang kebetulan masih kerabat kami. Setelah berganti kostum yang memang diwajibkan untuk para peziarah, yaitu surjan dan jarik untuk kakung dan untuk putri berupa kemben dan jarik, ",success,,,,,,,positive,tarif menyewa kostum cukup murah yaitu 15k saja,,,positive,"Sri Sultan HB I (Sultan Agung Hanyokrokusumo), Sri Sultan HB III & KPH Suryobrongto",,,,,,,positive,"Romo Pinten, Pengageng Pajimatan Imogiri",,,,,"historical_value, service, price",historical_value:positive; service:positive; price:positive,3,positive
Makam Raja-Raja Imogiri,Iswahyudi SE,5,"Ziarah makam Sultan Agung di Imogiri bersama temen temen satu RW, cukup indah tempatnya dan sakral.",success,positive,indah tempatnya dan sakral,,,,,,,,,,,,,,,,,,,,,,,scenery,scenery:positive,1,positive
